,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area,living_total_ratio,rooms_per_total_area,storey_ratio
103,Pervomaiskaia,40000,0,walk,agency,100,40,10.0,16.0,2,52.0,33.0,9.0,0.6346153846153846,0.038461538461538464,0.625
104,Tushinskaia,60000,0,walk,agency,80,9,2.0,20.0,1,47.0,25.0,9.0,0.5319148936170213,0.02127659574468085,0.1
105,Nekrasovka,60000,0,walk,agency,100,40,6.0,19.0,3,62.0,44.0,8.0,0.7096774193548387,0.04838709677419355,0.3157894736842105
106,Shosse Entuziastov,38000,0,walk,agency,100,19,11.0,12.0,1,36.0,20.0,10.0,0.5555555555555556,0.027777777777777776,0.9166666666666666
107,No data,35000,0,walk,agency,100,24,1.0,9.0,1,35.0,19.0,6.0,0.5428571428571428,0.02857142857142857,0.1111111111111111
108,Novokuznetckaia,270000,0,walk,agency,0,39,6.0,8.0,2,51.0,26.0,6.0,0.5098039215686274,0.0392156862745098,0.75
109,Liublino,120000,0,walk,agency,60,85,7.0,19.0,3,82.0,54.0,13.0,0.6585365853658537,0.036585365853658534,0.3684210526315789
110,Novokuznetckaia,190000,0,walk,agency,50,84,2.0,8.0,2,52.0,26.0,9.0,0.5,0.038461538461538464,0.25
111,Vodnyi stadion,95000,0,walk,agency,20,85,8.0,26.0,2,70.0,33.0,30.0,0.4714285714285714,0.02857142857142857,0.3076923076923077
112,No data,35000,0,walk,agency,100,6,4.0,5.0,1,32.0,20.0,6.0,0.625,0.03125,0.8
113,Bratislavskaia,38000,0,walk,agency,100,11,21.0,25.0,1,25.0,16.0,6.0,0.64,0.04,0.84
114,Preobrazhenskaia ploshchad,50000,0,walk,agency,100,170,4.0,9.0,2,38.0,27.0,6.0,0.7105263157894737,0.05263157894736842,0.4444444444444444
115,Zhulebino,40000,0,walk,agency,100,4,14.0,14.0,1,39.0,19.0,8.0,0.48717948717948717,0.02564102564102564,1.0
116,Lukhmanovskaia,48000,0,walk,agency,0,18,13.0,24.0,1,48.0,20.0,10.0,0.4166666666666667,0.020833333333333332,0.5416666666666666
117,No data,73000,0,walk,agency,100,29,17.0,26.0,2,75.0,37.0,17.0,0.49333333333333335,0.02666666666666667,0.6538461538461539
118,Seligerskaia,43000,0,walk,agency,100,19,27.0,33.0,2,42.0,32.0,8.0,0.7619047619047619,0.047619047619047616,0.8181818181818182
119,Sviblovo,35000,0,walk,agency,100,37,2.0,14.0,1,34.0,17.0,6.0,0.5,0.029411764705882353,0.14285714285714285
120,Nakhimovskii prospekt,65000,0,walk,agency,35,43,2.0,11.0,2,80.0,34.0,16.0,0.425,0.025,0.18181818181818182
121,No data,60000,0,walk,agency,100,204,4.0,5.0,3,53.0,41.0,6.0,0.7735849056603774,0.05660377358490566,0.8
122,Okhotnyi riad,140000,0,walk,agency,60,26,4.0,8.0,2,58.0,32.0,8.0,0.5517241379310345,0.034482758620689655,0.5
123,VDNKh,65000,0,walk,agency,100,10,3.0,5.0,1,35.0,18.0,8.0,0.5142857142857142,0.02857142857142857,0.6
124,Vykhino,35000,0,walk,agency,100,582,6.0,9.0,3,68.0,49.0,9.0,0.7205882352941176,0.04411764705882353,0.6666666666666666
125,No data,125000,0,walk,agency,0,24,11.0,16.0,2,57.0,38.0,6.0,0.6666666666666666,0.03508771929824561,0.6875
126,Kuntcevskaia,32000,0,walk,agency,100,3,2.0,22.0,1,35.0,20.0,7.0,0.5714285714285714,0.02857142857142857,0.09090909090909091
127,Bratislavskaia,40000,0,walk,agency,100,85,13.0,17.0,2,70.0,38.0,12.0,0.5428571428571428,0.02857142857142857,0.7647058823529411
128,Iasenevo,34000,0,walk,agency,100,11,4.0,9.0,1,33.0,19.0,6.0,0.5757575757575758,0.030303030303030304,0.4444444444444444
129,No data,47000,0,walk,agency,50,11,4.0,8.0,2,47.0,30.0,7.0,0.6382978723404256,0.0425531914893617,0.5
130,Shelepikha,80000,0,walk,agency,50,82,6.0,46.0,2,80.0,40.0,10.0,0.5,0.025,0.13043478260869565
131,Filatov Lug,15000,0,walk,agency,100,56,7.0,7.0,1,45.0,20.0,10.0,0.4444444444444444,0.022222222222222223,1.0
132,Sukharevskaia,70000,0,walk,agency,100,14,5.0,5.0,3,70.0,49.0,8.0,0.7,0.04285714285714286,1.0
133,Nekrasovka,45000,0,walk,agency,100,20,3.0,17.0,2,55.0,28.0,10.0,0.509090909090909,0.03636363636363636,0.17647058823529413
134,Studencheskaia,62000,0,walk,agency,60,10,4.0,8.0,2,50.0,33.0,8.0,0.66,0.04,0.5
135,Marino,80000,0,walk,agency,60,20,1.0,12.0,3,82.0,49.0,9.0,0.5975609756097561,0.036585365853658534,0.08333333333333333
136,Prospekt Mira,55000,0,walk,agency,100,2,11.0,12.0,2,60.0,46.0,12.0,0.7666666666666667,0.03333333333333333,0.9166666666666666
137,Fonvizinskaia,45000,0,walk,agency,100,5,2.0,9.0,1,34.0,19.0,8.0,0.5588235294117647,0.029411764705882353,0.2222222222222222
138,Novokosino,38000,0,walk,agency,100,10,12.0,14.0,2,35.0,24.0,8.0,0.6857142857142857,0.05714285714285714,0.8571428571428571
139,Vystavochnaia,48000,0,walk,agency,100,9,1.0,9.0,1,40.0,19.0,8.0,0.475,0.025,0.1111111111111111
140,Delovoi tcentr,48000,0,walk,agency,100,11,3.0,5.0,1,33.0,18.0,6.0,0.5454545454545454,0.030303030303030304,0.6
141,Dubrovka,40000,0,walk,agency,100,14,12.0,17.0,1,38.0,21.0,9.0,0.5526315789473685,0.02631578947368421,0.7058823529411765
142,Lefortovo,50000,0,walk,agency,100,7,5.0,16.0,2,74.0,35.0,10.0,0.47297297297297297,0.02702702702702703,0.3125
143,Begovaia,75000,0,walk,agency,80,7,24.0,40.0,1,51.0,22.0,9.0,0.43137254901960786,0.0196078431372549,0.6
144,Skhodnenskaia,40000,0,walk,agency,50,18,3.0,5.0,2,48.0,29.0,8.0,0.6041666666666666,0.041666666666666664,0.6
145,No data,40000,0,walk,agency,60,49,7.0,12.0,2,58.0,32.0,12.0,0.5517241379310345,0.034482758620689655,0.5833333333333334
146,Piatnitckoe shosse,40000,40,transport,agency,60,25,3.0,17.0,1,41.0,20.0,10.0,0.4878048780487805,0.024390243902439025,0.17647058823529413
147,No data,90000,0,transport,agency,0,6,2.0,13.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.15384615384615385
148,No data,70000,0,transport,agency,0,26,3.0,23.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.13043478260869565
149,No data,40000,0,transport,agency,0,9,2.0,25.0,1,27.0,16.0,6.0,0.5925925925925926,0.037037037037037035,0.08
150,No data,40000,0,transport,agency,0,4,14.0,33.0,1,41.0,20.0,11.0,0.4878048780487805,0.024390243902439025,0.42424242424242425
151,Babushkinskaia,50000,0,transport,agency,100,23,2.0,9.0,2,45.0,29.0,8.0,0.6444444444444445,0.044444444444444446,0.2222222222222222
152,Alma-Atinskaia,33000,0,transport,agency,100,44,10.0,14.0,1,40.0,20.0,8.0,0.5,0.025,0.7142857142857143
153,Baumanskaia,140000,0,transport,agency,20,52,7.0,12.0,3,95.0,65.0,10.0,0.6842105263157895,0.031578947368421054,0.5833333333333334
154,Pervomaiskaia,30000,0,transport,agency,100,23,5.0,9.0,1,36.0,16.0,7.0,0.4444444444444444,0.027777777777777776,0.5555555555555556
155,Savelovskaia,80000,1,walk,owner,0,8,8.0,16.0,3,82.0,50.0,9.0,0.6097560975609756,0.036585365853658534,0.5
156,Altufevo,50000,3,walk,agency,0,13,14.0,22.0,1,28.0,20.0,10.0,0.7142857142857143,0.03571428571428571,0.6363636363636364
157,Piatnitckoe shosse,14000,23,transport,agency,50,164,4.0,14.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.2857142857142857
158,Buninskaia Alleia,14000,7,transport,agency,50,56,5.0,9.0,1,36.0,18.0,7.0,0.5,0.027777777777777776,0.5555555555555556
159,Buninskaia Alleia,14000,8,transport,agency,50,67,8.0,10.0,1,39.0,18.0,7.0,0.46153846153846156,0.02564102564102564,0.8
160,Marino,20000,6,walk,agency,50,108,5.0,14.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.35714285714285715
161,Ulitca Akademika Iangelia,20000,6,walk,agency,50,86,4.0,12.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.3333333333333333
162,Teplyi Stan,20000,6,walk,agency,50,112,5.0,12.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.4166666666666667
163,Ulitca Skobelevskaia,22000,5,walk,agency,50,78,8.0,17.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.47058823529411764
164,Borovskoe shosse,22000,19,walk,agency,50,35,4.0,9.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.4444444444444444
165,Iuzhnaia,24000,5,walk,agency,50,109,6.0,9.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.6666666666666666
166,Govorovo,20000,4,walk,agency,50,93,7.0,15.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.4666666666666667
167,Teplyi Stan,16000,6,transport,agency,50,95,5.0,16.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.3125
168,Oktiabrskoe pole,24000,5,walk,agency,50,72,12.0,27.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.4444444444444444
169,Kuntcevskaia,20000,4,walk,agency,50,76,6.0,22.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.2727272727272727
170,Shchelkovskaia,20000,5,walk,agency,50,81,4.0,22.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.18181818181818182
171,Salarevo,14000,6,transport,agency,50,61,17.0,25.0,1,41.0,20.0,9.0,0.4878048780487805,0.024390243902439025,0.68
172,Bulvar Rokossovskogo,20000,6,walk,agency,50,100,14.0,31.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.45161290322580644
173,Kommunarka,14000,17,walk,agency,50,154,9.0,17.0,1,39.0,19.0,8.0,0.48717948717948717,0.02564102564102564,0.5294117647058824
174,Novoperedelkino,12000,20,transport,agency,50,60,4.0,14.0,1,39.0,20.0,8.0,0.5128205128205128,0.02564102564102564,0.2857142857142857
175,Perovo,22000,5,walk,agency,50,63,4.0,9.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.4444444444444444
176,Vykhino,20000,7,walk,agency,50,79,4.0,17.0,1,40.0,20.0,10.0,0.5,0.025,0.23529411764705882
177,Riazanskii prospekt,20000,5,walk,agency,50,167,4.0,12.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.3333333333333333
178,Liublino,20000,5,walk,agency,50,133,6.0,14.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.42857142857142855
179,No data,17000,0,walk,owner,0,181,4.0,10.0,1,45.0,30.0,15.0,0.6666666666666666,0.022222222222222223,0.4
180,No data,18000,0,walk,owner,0,151,5.0,12.0,1,42.0,30.0,12.0,0.7142857142857143,0.023809523809523808,0.4166666666666667
181,No data,18000,0,walk,owner,0,177,9.0,17.0,1,45.0,30.0,15.0,0.6666666666666666,0.022222222222222223,0.5294117647058824
182,Altufevo,20000,5,walk,owner,0,441,7.0,12.0,1,43.0,30.0,13.0,0.6976744186046512,0.023255813953488372,0.5833333333333334
183,Medvedkovo,21000,5,walk,owner,0,255,7.0,14.0,1,42.0,30.0,12.0,0.7142857142857143,0.023809523809523808,0.5
184,No data,20000,0,walk,owner,0,226,4.0,9.0,1,43.0,30.0,13.0,0.6976744186046512,0.023255813953488372,0.4444444444444444
185,No data,21000,0,walk,owner,0,260,7.0,9.0,1,42.0,30.0,12.0,0.7142857142857143,0.023809523809523808,0.7777777777777778
186,Dubrovka,22000,11,walk,owner,0,367,10.0,16.0,1,43.0,30.0,13.0,0.6976744186046512,0.023255813953488372,0.625
187,Nagornaia,22000,6,walk,owner,0,356,5.0,9.0,1,41.0,30.0,11.0,0.7317073170731707,0.024390243902439025,0.5555555555555556
188,Solntcevo,21000,32,transport,owner,0,180,5.0,9.0,1,42.0,30.0,12.0,0.7142857142857143,0.023809523809523808,0.5555555555555556
189,Ulitca Dmitrievskogo,21000,6,walk,owner,0,187,7.0,12.0,1,45.0,30.0,15.0,0.6666666666666666,0.022222222222222223,0.5833333333333334
190,Novokosino,22000,6,walk,owner,0,298,9.0,17.0,1,45.0,30.0,15.0,0.6666666666666666,0.022222222222222223,0.5294117647058824
191,Bulvar Rokossovskogo,22000,6,walk,owner,0,230,3.0,5.0,1,43.0,30.0,13.0,0.6976744186046512,0.023255813953488372,0.6
192,Turgenevskaia,100000,19,walk,owner,0,25,3.0,3.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
193,Vykhino,35000,0,walk,agency,0,5,6.0,13.0,1,36.0,19.0,8.0,0.5277777777777778,0.027777777777777776,0.46153846153846156
194,Tekstilshchiki,40000,0,walk,agency,0,5,6.0,13.0,1,37.0,25.0,12.0,0.6756756756756757,0.02702702702702703,0.46153846153846156
195,Kuzminki,50000,0,walk,agency,0,4,6.0,13.0,2,32.0,22.0,6.0,0.6875,0.0625,0.46153846153846156
196,Volzhskaia,44000,0,walk,agency,0,4,6.0,13.0,1,38.0,19.0,9.0,0.5,0.02631578947368421,0.46153846153846156
197,No data,55000,0,walk,owner,0,10,6.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.46153846153846156
198,No data,35000,0,walk,agency,0,4,6.0,13.0,1,30.0,19.0,6.0,0.6333333333333333,0.03333333333333333,0.46153846153846156
199,Strogino,60000,0,walk,owner,0,7,6.0,13.0,1,40.0,17.0,12.0,0.425,0.025,0.46153846153846156
200,Iugo-Zapadnaia,90000,0,walk,owner,0,12,6.0,13.0,3,107.0,63.0,13.0,0.5887850467289719,0.028037383177570093,0.46153846153846156
201,No data,65000,0,walk,owner,0,3,6.0,13.0,2,38.0,24.0,7.0,0.631578947368421,0.05263157894736842,0.46153846153846156
202,Liublino,65000,0,walk,agency,0,11,6.0,13.0,2,65.0,40.0,9.0,0.6153846153846154,0.03076923076923077,0.46153846153846156
203,Domodedovskaia,65000,0,walk,agency,0,4,6.0,13.0,2,47.0,33.0,9.0,0.7021276595744681,0.0425531914893617,0.46153846153846156
204,Shipilovskaia,50000,0,walk,agency,0,5,6.0,13.0,2,47.0,32.0,7.0,0.6808510638297872,0.0425531914893617,0.46153846153846156
205,Domodedovskaia,32000,0,walk,agency,0,5,6.0,13.0,1,33.0,19.0,6.0,0.5757575757575758,0.030303030303030304,0.46153846153846156
206,Kuzminki,40000,0,walk,agency,0,4,6.0,13.0,1,42.0,20.0,10.0,0.47619047619047616,0.023809523809523808,0.46153846153846156
207,Voikovskaia,40000,0,walk,agency,0,4,4.0,5.0,2,44.0,29.0,6.0,0.6590909090909091,0.045454545454545456,0.8
208,Riazanskii prospekt,38000,0,walk,agency,0,5,6.0,13.0,1,46.0,22.0,10.0,0.4782608695652174,0.021739130434782608,0.46153846153846156
209,Marino,62000,0,walk,owner,0,43,6.0,13.0,2,54.0,42.0,10.0,0.7777777777777778,0.037037037037037035,0.46153846153846156
210,Kantemirovskaia,45000,0,walk,agency,0,5,6.0,13.0,2,46.0,32.0,6.0,0.6956521739130435,0.043478260869565216,0.46153846153846156
211,Kuzminki,50000,0,walk,agency,0,4,6.0,13.0,2,37.0,22.0,7.0,0.5945945945945946,0.05405405405405406,0.46153846153846156
212,Shchukinskaia,55000,12,walk,agency,0,7,5.0,14.0,2,54.0,33.0,10.0,0.6111111111111112,0.037037037037037035,0.35714285714285715
213,VDNKh,45000,0,walk,owner,0,16,4.0,21.0,1,41.0,20.0,10.0,0.4878048780487805,0.024390243902439025,0.19047619047619047
214,Volzhskaia,40000,0,walk,agency,0,6,6.0,13.0,1,38.0,18.0,6.0,0.47368421052631576,0.02631578947368421,0.46153846153846156
215,Novye Cheremushki,42500,0,walk,agency,0,4,6.0,13.0,1,37.0,18.0,9.0,0.4864864864864865,0.02702702702702703,0.46153846153846156
216,Pechatniki,75000,0,walk,agency,0,5,6.0,13.0,2,40.0,20.0,10.0,0.5,0.05,0.46153846153846156
217,Novogireevo,45000,0,walk,agency,0,4,6.0,13.0,2,60.0,44.0,6.0,0.7333333333333333,0.03333333333333333,0.46153846153846156
218,Profsoiuznaia,50000,0,walk,agency,0,4,4.0,16.0,1,38.0,16.0,6.0,0.42105263157894735,0.02631578947368421,0.25
219,Liublino,80000,0,walk,agency,0,10,6.0,13.0,3,67.0,45.0,6.0,0.6716417910447762,0.04477611940298507,0.46153846153846156
220,Elektrozavodskaia,75000,0,walk,agency,0,41,3.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.25
221,Marino,95000,14,walk,agency,0,41,2.0,17.0,4,112.0,69.0,14.0,0.6160714285714286,0.03571428571428571,0.11764705882352941
222,Profsoiuznaia,40000,0,walk,owner,0,66,2.0,5.0,2,45.0,38.0,6.0,0.8444444444444444,0.044444444444444446,0.4
223,Kievskaia,130000,0,walk,agency,0,11,6.0,13.0,1,44.0,24.0,5.0,0.5454545454545454,0.022727272727272728,0.46153846153846156
224,Molodezhnaia,60000,0,walk,agency,0,11,6.0,13.0,2,54.0,40.0,9.0,0.7407407407407407,0.037037037037037035,0.46153846153846156
